Player,Season,DIS,DBPM,DWS,D-LEBRON
Alex Poythress,2017-18,-5.366266982,-1.3,0.1,-0.82
Kendrick Perkins,2017-18,-5.539927747,2.1,0.0,-0.13
Luke Kennard,2017-18,-5.5643434,0.1,1.4,-0.63
Dennis Schroder,2017-18,-5.612922543,-1.9,1.0,-0.94
Michael Beasley,2017-18,-5.638548628,-0.8,1.5,-1.47
Kyrie Irving,2017-18,-5.654168854,0.9,2.7,-1.3
Kay Felder,2017-18,-5.704620531,-8.5,0.0,0.15
Jameel Warney,2017-18,-5.741698946,-2.7,0.0,0.05
Alex Abrines,2017-18,-5.809824871,0.4,0.9,-1.02
Terrance Ferguson,2017-18,-5.839824385,-0.1,0.5,-1.18
D.J. Augustin,2017-18,-5.908623644,-1.2,0.8,-1.0
Richard Jefferson,2017-18,-5.921128856,-0.8,0.0,-0.18
Furkan Korkmaz,2017-18,-5.938052368,-1.0,0.1,-0.96
Marco Belinelli,2017-18,-5.993611419,-0.8,0.7,-1.51
Andrew White III,2017-18,-5.999020023,,,-0.42
Chandler Parsons,2017-18,-6.014956864,-0.4,0.4,-0.85
Charles Cooke,2017-18,-6.016197295,-4.0,0.0,-0.66
Johnny O'Bryant III,2017-18,-6.028191257,,,-0.3
Solomon Hill,2017-18,-6.03120295,0.5,0.2,-0.58
Guerschon Yabusele,2017-18,-6.169395133,0.2,0.3,-0.44
Alec Peters,2017-18,-6.219160593,-2.3,0.0,-0.49
Walt Lemon Jr.,2017-18,-6.235062982,-2.9,0.0,-0.59
Darius Miller,2017-18,-6.235693073,-0.8,0.9,-2.46
Adreian Payne,2017-18,-6.31455209,0.6,0.0,-0.1
Mirza Teletovic,2017-18,-6.324657534,-1.7,0.1,-0.56
Malcolm Miller,2017-18,-6.459767033,-0.2,0.1,-0.8
Marshall Plumlee,2017-18,-6.54264413,-0.6,0.0,-0.38
Dwight Buycks,2017-18,-6.54912659,-0.7,0.4,-0.84
Tyler Cavanaugh,2017-18,-6.563498155,-1.5,0.3,-0.29
Kadeem Allen,2017-18,-6.576038204,0.6,0.1,-0.43
Jamel Artis,2017-18,-6.607584374,-1.6,0.1,-0.51
Brice Johnson,2017-18,-6.61657089,-1.6,0.1,-0.12
Antonio Blakeney,2017-18,-6.644298203,-2.4,0.1,-0.64
JR Smith,2017-18,-6.647364615,,,-1.23
Henry Ellenson,2017-18,-6.686553135,-1.9,0.4,-0.19
Lorenzo Brown,2017-18,-6.696796329,1.5,0.1,-0.64
James Michael McAdoo,2017-18,-6.71948792,-0.7,0.0,-0.71
Tony Bradley,2017-18,-6.76602698,-4.5,0.0,-0.33
Arron Afflalo,2017-18,-6.78415995,-1.5,0.2,-1.41
Nik Stauskas,2017-18,-6.793507077,-1.3,0.2,-0.81
Josh Smith,2017-18,-6.813889608,-6.2,0.0,-0.47
Xavier Silas,2017-18,-6.829199254,3.5,0.0,-0.41
Patrick McCaw,2017-18,-6.871551063,0.1,0.8,-1.17
Rodney Purvis,2017-18,-6.877631266,-2.1,0.1,-1.29
Wayne Ellington,2017-18,-6.894085875,-0.6,1.9,-1.46
Abdel Nader,2017-18,-6.983463824,0.2,0.8,-0.41
Jordan Clarkson,2017-18,-6.99793244,-1.8,0.2,-1.77
Alec Burks,2017-18,-7.109262141,0.4,1.6,-0.45
Tim Quarterman,2017-18,-7.150412351,-1.2,0.0,-0.71
Markelle Fultz,2017-18,-7.183561183,0.7,0.4,-0.62
Darrell Arthur,2017-18,-7.20274491,-0.5,0.1,-0.44
Milton Doyle,2017-18,-7.276653776,-0.2,0.1,0.12
Aaron Brooks,2017-18,-7.290292054,-1.3,0.1,-0.9
Nick Young,2017-18,-7.302384808,-1.9,0.9,-1.88
Anthony Brown,2017-18,-7.339829185,4.3,0.0,-0.41
Meyers Leonard,2017-18,-7.413086708,0.9,0.3,0.1
Milos Teodosic,2017-18,-7.481471824,-1.5,0.5,-1.42
Devin Booker,2017-18,-7.502382722,-2.0,0.6,-1.98
Ben Moore,2017-18,-7.509157663,1.3,0.0,-0.57
Chris McCullough,2017-18,-7.587179705,-1.5,0.1,-0.37
Matthew Dellavedova,2017-18,-7.639700924,-2.0,0.2,-1.2
Sean Kilpatrick,2017-18,-7.641922653,-1.2,0.1,-0.52
Quinn Cook,2017-18,-7.828139035,-1.5,0.4,-1.64
Lou Williams,2017-18,-7.853669415,-1.8,1.2,-3.55
Rodney Hood,2017-18,-7.872987062,-0.7,0.2,-1.63
Ante Zizic,2017-18,-7.900335945,-0.9,0.2,0.19
Jodie Meeks,2017-18,-8.159888958,-0.8,0.8,-1.22
Georges Niang,2017-18,-8.21705109,0.9,0.1,-0.47
Mangok Mathiang,2017-18,-8.278506879,-1.3,0.0,0.15
Gerald Green,2017-18,-8.430907926,-0.8,1.0,-1.51
Jabari Parker,2017-18,-8.432793053,-1.7,0.6,-1.88
D.J. Wilson,2017-18,-8.460977516,0.0,0.1,-0.52
Gordon Hayward,2017-18,-8.515169717,-0.8,0.0,-0.33
Xavier Munford,2017-18,-8.549326527,-2.0,0.0,-0.59
Briante Weber,2017-18,-8.596565161,1.0,0.1,-0.41
Derrick Walton Jr.,2017-18,-8.616022422,,,-0.34
Markel Brown,2017-18,-8.623041609,-2.0,0.0,-0.86
Marcus Georges-Hunt,2017-18,-8.658324096,-0.9,0.0,-0.79
Jeremy Lin,2017-18,-8.886502061,-4.4,0.0,-0.07
Shabazz Muhammad,2017-18,-8.912316718,-1.0,0.1,-1.12
Darrun Hilliard,2017-18,-8.947606393,-0.8,0.1,-0.55
J.J. Barea,2017-18,-9.044979806,-1.5,1.0,-1.13
Brandon Jennings,2017-18,-9.219926278,-2.2,0.1,-0.89
Emmanuel Mudiay,2017-18,-9.227027572,-1.4,0.4,-1.78
T.J. Leaf,2017-18,-9.279544574,-1.7,0.3,-1.83
Rashad Vaughn,2017-18,-9.307499122,-2.2,0.0,-1.05
Joffrey Lauvergne,2017-18,-9.88254518,-0.6,0.7,-1.14
Jalen Jones,2017-18,-9.965274289,-2.6,0.1,-0.4
Cole Aldrich,2017-18,-10.06386543,-0.7,0.1,-0.32
Derrick Rose,2017-18,-10.28744139,-2.6,0.0,-1.51
D'Angelo Russell,2017-18,-10.341027,-2.0,0.9,-2.04
Trey Burke,2017-18,-10.45810976,-1.4,0.3,-2.01
Johnathan Motley,2017-18,-10.55859318,-2.0,0.2,-0.23
Jordan Crawford,2017-18,-10.66395014,-0.7,0.0,-0.92
Wayne Selden,2017-18,-10.74312521,-2.2,0.2,-1.98
John Holland,2017-18,-10.97365789,-1.9,0.1,-0.65
Troy Daniels,2017-18,-11.23198159,-2.1,0.0,-2.44
Jaylen Morris,2017-18,-11.4170965,-1.0,0.1,0.03
Bobby Brown,2017-18,-11.61735707,-2.3,0.1,-1.5
Jacob Pullen,2017-18,-12.90932594,-4.4,0.0,-0.67
Kobi Simmons,2017-18,-13.29107546,-2.1,0.2,-2.04
Malik Monk,2017-18,-13.6560081,-2.0,0.5,-1.94
Isaiah Thomas,2017-18,-14.16919851,-4.2,0.2,-2.54
Ike Anigbogu,2017-18,-14.20636807,0.1,0.0,-0.68
Jamal Crawford,2017-18,-16.85033409,-2.5,0.3,-3.14
Rudy Gobert,2018-19,25.89674017,2.5,5.7,3.51
Brook Lopez,2018-19,23.14410382,1.8,4.3,3.06
Marc Gasol,2018-19,22.4451677,2.8,1.2,2.15
Draymond Green,2018-19,21.3156802,2.7,3.2,2.5
Giannis Antetokounmpo,2018-19,18.7719955,4.1,5.5,3.11
P.J. Tucker,2018-19,18.72240488,1.0,3.0,1.5
Jusuf Nurkic,2018-19,18.3863486,1.7,3.3,2.1
Paul George,2018-19,17.8261992,1.6,4.9,1.42
Joel Embiid,2018-19,17.34160638,0.9,3.8,1.79
Derrick Favors,2018-19,17.16451756,1.5,3.5,2.1
Myles Turner,2018-19,17.14092332,2.4,4.4,3.17
Hassan Whiteside,2018-19,16.28050488,1.2,4.0,2.22
Andre Drummond,2018-19,16.15666838,0.8,5.9,2.42
Thaddeus Young,2018-19,15.89658437,1.1,3.9,1.45
Steven Adams,2018-19,15.78444342,0.4,4.0,0.98
Pascal Siakam,2018-19,15.52418057,0.8,3.6,0.93
Anthony Davis,2018-19,15.4897906,2.3,3.1,2.35
Mitchell Robinson,2018-19,15.34049011,2.4,2.2,2.06
Marcus Smart,2018-19,14.92206897,2.0,3.1,1.2
Nerlens Noel,2018-19,14.29125343,3.3,2.5,2.34
Nikola Jokic,2018-19,13.96759691,2.9,4.3,1.05
Bam Adebayo,2018-19,13.9121767,2.2,3.4,2.6
Jonathan Isaac,2018-19,12.61875051,1.0,3.1,1.74
Kyle Lowry,2018-19,12.47212471,0.6,3.0,0.87
Willie Cauley-Stein,2018-19,12.09242711,1.1,2.9,1.67
Wendell Carter Jr.,2018-19,11.96153345,0.6,1.2,2.06
LaMarcus Aldridge,2018-19,11.94580669,-0.6,2.9,0.54
DeAndre Jordan,2018-19,11.81775315,1.3,0.6,1.3
Robert Covington,2018-19,11.74631209,2.1,0.9,2.5
Montrezl Harrell,2018-19,11.66339087,0.7,2.6,-0.17
Al Horford,2018-19,11.53891523,1.9,2.9,1.01
Jayson Tatum,2018-19,11.36985879,0.2,3.4,1.3
Joakim Noah,2018-19,11.2108797,2.4,1.2,1.81
Kevin Durant,2018-19,11.16442385,0.1,2.9,0.84
Jerami Grant,2018-19,11.10845323,0.6,3.3,1.46
Clint Capela,2018-19,11.05483412,-0.3,3.0,0.71
Dewayne Dedmon,2018-19,10.84052576,0.8,1.9,1.59
JaVale McGee,2018-19,10.76869983,1.2,2.9,1.29
Eric Bledsoe,2018-19,10.75869322,1.2,3.7,1.05
Kevon Looney,2018-19,10.71295891,0.4,1.8,0.26
Derrick White,2018-19,10.69430603,1.3,1.9,1.44
Blake Griffin,2018-19,10.57702387,0.2,2.9,0.34
Noah Vonleh,2018-19,10.55596488,0.5,1.7,1.68
Karl-Anthony Towns,2018-19,10.54402724,0.6,3.2,0.23
Paul Millsap,2018-19,10.43226213,1.0,2.9,1.43
Maxi Kleber,2018-19,10.38195485,1.2,1.8,1.07
Michael Kidd-Gilchrist,2018-19,10.11733881,-0.1,1.0,0.95
Al-Farouq Aminu,2018-19,10.08240841,0.6,2.8,1.44
Nikola Vucevic,2018-19,10.00740463,1.7,4.7,1.81
Jarrett Allen,2018-19,9.530758573,1.4,3.3,1.01
Ed Davis,2018-19,9.377855433,0.7,2.5,2.1
Nemanja Bjelica,2018-19,9.196973145,0.5,1.9,1.19
Ersan Ilyasova,2018-19,8.885776423,,,0.75
Andre Iguodala,2018-19,8.856859517,1.7,1.8,1.39
Mason Plumlee,2018-19,8.803310348,2.6,2.9,1.55
Justise Winslow,2018-19,8.799877323,0.6,2.6,1.1
Josh Richardson,2018-19,8.467712142,0.2,2.6,0.64
Jaren Jackson Jr.,2018-19,8.362480326,1.0,2.2,1.03
Patrick Beverley,2018-19,8.237632829,1.2,2.0,0.86
Russell Westbrook,2018-19,8.077555794,2.4,5.0,1.02
Justin Holiday,2018-19,8.028782162,-0.1,1.4,0.44
Larry Nance Jr.,2018-19,7.873001516,1.4,1.6,0.76
Shai Gilgeous-Alexander,2018-19,7.804153267,0.4,1.9,0.72
DeMarcus Cousins,2018-19,7.723425277,2.6,1.5,1.39
Cory Joseph,2018-19,7.709497428,1.7,2.9,1.36
Gorgui Dieng,2018-19,7.579685921,0.9,1.3,1.43
Rudy Gay,2018-19,7.465107858,0.6,2.2,0.72
Ben Simmons,2018-19,7.425391561,1.3,3.6,0.42
Dwight Powell,2018-19,7.311457866,0.9,1.9,0.53
Kelly Olynyk,2018-19,7.269343375,0.9,2.5,1.03
Domantas Sabonis,2018-19,7.240379843,1.3,3.3,1.19
Kawhi Leonard,2018-19,7.23437944,1.1,3.4,0.55
James Harden,2018-19,7.203919409,1.6,3.8,-0.95
Aron Baynes,2018-19,7.150006555,0.3,1.1,0.87
Lonzo Ball,2018-19,7.055438545,1.3,1.7,0.9
Joe Ingles,2018-19,6.9650055,1.1,3.6,1.17
Bruce Brown,2018-19,6.953310953,1.0,1.6,0.81
Dorian Finney-Smith,2018-19,6.927317375,0.4,2.0,-0.42
Serge Ibaka,2018-19,6.89259336,0.1,3.3,0.3
Nicolas Batum,2018-19,6.885413331,0.4,1.7,0.12
Deandre Ayton,2018-19,6.755936782,-1.1,1.7,0.2
Luke Kornet,2018-19,6.722994462,0.7,0.7,1.04
LeBron James,2018-19,6.686486349,1.7,2.6,0.56
Jakob Poeltl,2018-19,6.644349003,0.7,1.6,1.41
Kyle Anderson,2018-19,6.640750843,2.4,1.8,0.93
Marvin Williams,2018-19,6.624310675,0.2,1.9,0.6
Jrue Holiday,2018-19,6.579423498,-0.1,1.9,-0.08
Jaylen Brown,2018-19,6.551768168,-0.4,2.4,0.37
James Johnson,2018-19,6.124314194,1.1,1.5,0.24
Danny Green,2018-19,6.094917398,0.8,2.9,0.88
Cody Zeller,2018-19,6.069308997,0.7,1.2,0.94
Klay Thompson,2018-19,6.050633677,-1.4,2.3,-0.54
Treveon Graham,2018-19,6.008943832,0.0,0.6,0.34
Ivica Zubac,2018-19,5.956670823,-0.5,0.7,1.02
Tyson Chandler,2018-19,5.846360166,0.9,1.1,1.28
Davis Bertans,2018-19,5.79663965,0.2,1.5,1.23
Marcin Gortat,2018-19,5.770288619,0.4,0.8,0.88
Josh Hart,2018-19,5.74908464,1.0,1.9,0.34
Derrick Jones Jr.,2018-19,5.744010417,1.0,1.7,0.32
Jonas Valanciunas,2018-19,5.723961371,0.0,0.9,0.59
Mo Bamba,2018-19,5.719387796,1.4,1.4,1.84
Aaron Gordon,2018-19,5.686671657,0.3,3.3,0.86
Robert Williams III,2018-19,5.59655659,,,1.59
Richaun Holmes,2018-19,5.519273953,0.5,1.1,0.42
Jae Crowder,2018-19,5.289745333,0.6,3.1,0.0
Gordon Hayward,2018-19,5.121059902,0.4,2.3,0.43
Victor Oladipo,2018-19,5.115952861,1.2,1.9,0.7
Torrey Craig,2018-19,4.926066945,0.2,1.7,0.09
Kosta Koufos,2018-19,4.849781873,0.2,0.7,1.49
Rodions Kurucs,2018-19,4.826652869,0.3,1.5,0.08
Donovan Mitchell,2018-19,4.772986399,0.1,3.7,0.18
Maurice Harkless,2018-19,4.768031594,1.7,1.9,1.28
JaMychal Green,2018-19,4.763205571,-1.2,0.6,0.46
Wes Iwundu,2018-19,4.640305088,0.6,1.4,-0.04
Omari Spellman,2018-19,4.605055263,-0.7,0.5,-0.45
Khris Middleton,2018-19,4.587860558,0.1,3.6,0.47
Dragan Bender,2018-19,4.428182549,-0.8,0.4,0.0
Daniel Theis,2018-19,4.422114583,0.9,1.3,0.96
Boban Marjanovic,2018-19,4.39580236,0.3,0.4,0.42
D.J. Wilson,2018-19,4.391803584,0.2,1.4,0.34
Garrett Temple,2018-19,4.328200796,1.0,0.5,0.49
Jared Dudley,2018-19,4.308736628,1.1,1.2,0.5
Josh Okogie,2018-19,4.230202635,0.4,1.4,0.86
Kyrie Irving,2018-19,4.182136772,1.1,2.9,0.16
Wilson Chandler,2018-19,4.083544954,-1.6,0.2,0.41
Chris Paul,2018-19,4.047572056,1.1,2.2,1.08
Kemba Walker,2018-19,4.012345591,-1.0,1.9,-1.05
Evan Turner,2018-19,3.996025287,0.5,1.5,0.13
Royce O'Neale,2018-19,3.873138145,2.1,2.5,0.94
Danilo Gallinari,2018-19,3.834202692,-0.5,1.8,0.02
Juancho Hernangomez,2018-19,3.713292627,-0.2,1.4,0.02
Thabo Sefolosha,2018-19,3.644780691,3.1,1.2,1.42
Shaquille Harrison,2018-19,3.631622225,1.5,1.6,0.51
DeMar DeRozan,2018-19,3.566058211,0.1,2.6,0.55
Otto Porter Jr.,2018-19,3.449693469,-0.4,0.4,1.59
Stephen Curry,2018-19,3.292302336,-0.5,2.5,-0.48
Zach Collins,2018-19,3.278629157,0.3,1.5,0.48
Omri Casspi,2018-19,3.146701985,0.7,0.7,0.67
Nene,2018-19,3.125135213,0.9,0.6,0.42
Kyle Kuzma,2018-19,3.058047588,-1.2,1.9,-0.96
Kevin Love,2018-19,3.031141002,-1.6,0.4,0.66
Damian Jones,2018-19,2.955918548,1.7,0.5,1.17
Thon Maker,2018-19,2.871128413,0.8,0.8,0.43
Ricky Rubio,2018-19,2.866855057,0.8,2.8,0.79
Mike Conley,2018-19,2.814063988,0.1,2.3,-0.29
DeAndre' Bembry,2018-19,2.783440916,0.8,1.7,0.26
Jimmy Butler III,2018-19,2.769740653,0.7,2.1,-0.08
Dario Saric,2018-19,2.751659052,-1.3,0.9,-0.63
Kris Dunn,2018-19,2.698016924,0.2,1.2,0.26
Malcolm Brogdon,2018-19,2.652121626,0.1,2.3,0.25
Julius Randle,2018-19,2.643765158,-0.6,1.9,-0.8
Dennis Smith Jr.,2018-19,2.544637834,-0.9,0.3,-0.5
Thomas Bryant,2018-19,2.497119386,-0.3,1.3,0.43
Gary Harris,2018-19,2.478195361,-0.4,1.5,-0.75
De'Anthony Melton,2018-19,2.434385556,1.1,0.8,0.97
Luc Mbah a Moute,2018-19,2.347695236,0.0,0.0,-0.24
Markieff Morris,2018-19,2.293852585,0.1,0.5,-0.04
Stanley Johnson,2018-19,2.224812119,-0.5,0.2,0.06
Jonah Bolden,2018-19,2.192402056,1.1,0.9,0.3
Taj Gibson,2018-19,2.159640154,-0.4,1.4,0.03
Luka Doncic,2018-19,2.143106052,0.3,2.8,-0.28
Luol Deng,2018-19,2.099249066,-0.3,0.3,-0.18
Mike Muscala,2018-19,2.094157463,0.4,0.3,0.23
Ekpe Udoh,2018-19,2.049386277,3.9,0.7,1.67
Ryan Arcidiacono,2018-19,2.0367345,0.1,0.9,0.17
Darren Collison,2018-19,2.008109266,1.0,2.9,-0.13
Delon Wright,2018-19,2.005397318,1.2,1.1,0.37
Alex Len,2018-19,2.002860445,-1.3,1.0,0.28
Elfrid Payton,2018-19,1.992972446,-0.7,0.9,0.08
DeMarre Carroll,2018-19,1.945375182,-0.6,1.6,-0.29
David Nwaba,2018-19,1.90761189,-0.3,0.3,0.82
Evan Fournier,2018-19,1.907462411,-0.6,2.5,0.06
Jahlil Okafor,2018-19,1.841792263,-0.9,0.8,-0.05
Salah Mejri,2018-19,1.681254925,1.9,0.6,1.19
OG Anunoby,2018-19,1.680195705,0.1,1.7,0.16
Gary Payton II,2018-19,1.657903892,10.6,0.0,-0.18
Cheick Diallo,2018-19,1.651111591,0.1,1.2,0.6
Chandler Hutchison,2018-19,1.645815297,-0.5,0.6,0.45
Jamal Murray,2018-19,1.636819841,-0.8,2.3,-0.68
Terry Rozier,2018-19,1.63133113,0.5,2.3,0.0
Mitchell Creek,2018-19,1.628638632,,,-0.29
Joe Harris,2018-19,1.583682168,-0.3,1.7,-0.08
Tyreke Evans,2018-19,1.581193326,-0.3,2.0,-0.51
Bradley Beal,2018-19,1.566741426,-0.8,1.7,-1.2
Jeremy Lamb,2018-19,1.552721347,0.0,2.0,0.39
Wesley Matthews,2018-19,1.54849015,-0.4,0.7,-1.0
Jonas Jerebko,2018-19,1.534101032,-0.4,1.2,0.28
Kelly Oubre Jr.,2018-19,1.425590465,-0.8,0.8,-0.36
Tahjere McCall,2018-19,1.399080685,-0.6,0.0,0.06
Jemerrio Jones,2018-19,1.375290156,2.4,0.2,0.39
Brandon Ingram,2018-19,1.324264035,-0.7,1.4,-1.13
John Henson,2018-19,1.260634869,2.1,0.4,0.22
Rondae Hollis-Jefferson,2018-19,1.247024195,0.4,1.7,0.78
Andre Ingram,2018-19,1.174912497,-4.8,0.0,-0.1
Vince Carter,2018-19,1.162548949,-0.3,0.7,-0.1
Mikal Bridges,2018-19,1.134682615,0.4,1.2,-0.01
Rodney McGruder,2018-19,1.107193148,-0.1,1.6,-0.44
Terrance Ferguson,2018-19,0.814322931,0.1,1.6,-0.11
Robin Lopez,2018-19,0.794575529,-1.4,0.7,-0.97
Ante Zizic,2018-19,0.785305166,-2.1,0.3,0.16
Alex Poythress,2018-19,0.762212508,-1.0,0.2,0.02
Tobias Harris,2018-19,0.72441982,-1.0,0.9,-0.58
T.J. McConnell,2018-19,0.722209423,0.9,1.7,-0.15
Nikola Mirotic,2018-19,0.694215009,0.4,0.6,-0.58
Isaiah Hartenstein,2018-19,0.680781,1.2,0.3,0.26
Corey Brewer,2018-19,0.652276162,1.6,0.4,0.62
Khem Birch,2018-19,0.650888349,1.0,1.0,1.22
Kenrich Williams,2018-19,0.650322072,0.4,0.9,0.61
Kent Bazemore,2018-19,0.619328867,0.2,1.4,-0.13
Wayne Ellington,2018-19,0.583892954,-0.1,0.7,-0.08
Isaiah Briscoe,2018-19,0.564408388,0.4,0.5,-0.06
JR Smith,2018-19,0.560115563,,,0.78
Pau Gasol,2018-19,0.538491823,0.6,0.1,1.56
Alex Caruso,2018-19,0.52767354,0.7,0.6,-0.17
Frank Ntilikina,2018-19,0.507452143,-0.8,0.4,0.22
Fred VanVleet,2018-19,0.494727683,0.1,1.9,0.05
Deyonta Davis,2018-19,0.487839368,-0.6,0.1,0.18
Damian Lillard,2018-19,0.403683812,-0.3,2.4,-0.42
Wesley Johnson,2018-19,0.374835291,-2.4,0.0,-0.02
Harrison Barnes,2018-19,0.373693377,-1.2,0.5,-1.31
Solomon Hill,2018-19,0.268773907,-0.4,0.4,-0.78
Josh Jackson,2018-19,0.250677067,-1.2,1.1,-0.66
Norman Powell,2018-19,0.24197881,0.2,1.4,-0.44
Jordan Bell,2018-19,0.201132967,1.3,1.1,0.75
George Hill,2018-19,0.181629674,1.1,1.4,0.15
Harry Giles III,2018-19,0.16394104,,,-0.37
Quincy Acy,2018-19,0.163755669,-0.5,0.0,0.29
Julian Washburn,2018-19,0.142723448,0.5,0.3,0.09
Zaza Pachulia,2018-19,0.100537927,1.6,1.3,0.78
Ron Baker,2018-19,0.079897075,0.0,0.0,0.74
T.J. Leaf,2018-19,0.056330879,-0.6,0.7,-0.49
Bruno Caboclo,2018-19,0.04953645,0.1,0.9,0.16
Troy Caupain,2018-19,-0.00332011,3.7,0.0,-0.13
Miles Bridges,2018-19,-0.056486388,0.1,1.5,0.15
Bismack Biyombo,2018-19,-0.088468501,0.0,0.8,0.77
De'Aaron Fox,2018-19,-0.095849589,0.2,2.5,-0.05
Tim Hardaway Jr.,2018-19,-0.099594535,-2.0,0.4,-0.59
Daniel Hamilton,2018-19,-0.13911611,-0.5,0.1,-0.25
John Wall,2018-19,-0.151703614,-1.4,0.7,0.03
Trey Lyles,2018-19,-0.153659587,-0.7,1.4,-0.33
Amir Johnson,2018-19,-0.226028469,0.6,0.7,0.34
Dante Cunningham,2018-19,-0.281808691,0.6,0.9,0.68
Jaylen Morris,2018-19,-0.296601775,3.3,0.1,-0.5
Khyri Thomas,2018-19,-0.297586682,-0.1,0.2,-0.1
Chris Chiozza,2018-19,-0.313740523,1.4,0.0,-0.71
Rodney Hood,2018-19,-0.328688499,-0.3,0.5,-0.58
Bojan Bogdanovic,2018-19,-0.423094292,-0.6,2.8,-0.87
Tyler Johnson,2018-19,-0.431978662,-0.6,0.1,-0.5
Goran Dragic,2018-19,-0.552653057,-0.6,1.0,-0.37
Jared Terrell,2018-19,-0.691842927,-2.3,0.0,-0.6
CJ McCollum,2018-19,-0.738347711,-1.0,1.7,-0.76
Marcus Morris Sr.,2018-19,-0.774398842,,,-0.01
Jake Layman,2018-19,-0.812994603,-0.3,1.2,0.19
Angel Delgado,2018-19,-0.822157994,-5.0,0.0,-0.19
Tomas Satoransky,2018-19,-0.848611949,-0.3,0.9,-0.03
Tyus Jones,2018-19,-0.886185083,0.3,0.9,0.13
Terrence Ross,2018-19,-0.886214288,-0.3,2.6,-0.5
Pat Connaughton,2018-19,-0.899352757,0.8,1.9,-0.52
Sindarius Thornwell,2018-19,-0.92267616,1.0,0.3,0.89
Jabari Parker,2018-19,-0.966055908,-0.6,0.6,-0.65
Seth Curry,2018-19,-0.970956888,-0.7,0.9,-0.55
Kostas Antetokounmpo,2018-19,-1.002125676,-0.1,0.0,-0.01
Jeff Teague,2018-19,-1.035906095,-1.2,0.5,-0.25
CJ Miles,2018-19,-1.061658237,,,-1.01
Jarell Martin,2018-19,-1.076839196,-0.2,0.4,0.64
RJ Hunter,2018-19,-1.119127178,,,-0.75
Brad Wanamaker,2018-19,-1.174094311,0.7,0.4,-0.61
D'Angelo Russell,2018-19,-1.191909471,-0.6,2.6,-0.63
Anthony Tolliver,2018-19,-1.206244276,-0.7,0.5,-0.44
Jeff Green,2018-19,-1.213708972,-1.4,0.8,-1.27
Andrew Wiggins,2018-19,-1.291586021,-1.8,1.3,-1.56
Langston Galloway,2018-19,-1.302783864,-0.6,1.3,-0.93
Dennis Schroder,2018-19,-1.386060806,-0.7,2.4,-1.32
Dion Waiters,2018-19,-1.421764034,-0.6,1.1,-0.65
Dwight Howard,2018-19,-1.425266902,-1.7,0.2,0.86
Tristan Thompson,2018-19,-1.491905306,-1.9,0.5,-0.03
Scott Machado,2018-19,-1.575969534,2.7,0.0,-0.15
Deng Adel,2018-19,-1.596581979,-1.6,0.0,0.37
Chris Boucher,2018-19,-1.673033695,2.8,0.4,0.24
Mario Hezonja,2018-19,-1.68470843,-0.3,1.1,0.12
Jaron Blossomgame,2018-19,-1.7302002,-1.8,0.1,0.29
Caleb Swanigan,2018-19,-1.742836604,1.1,0.1,-0.21
Andrew Harrison,2018-19,-1.76270245,-3.2,0.0,0.05
Avery Bradley,2018-19,-1.764164566,-1.0,0.4,-1.3
Courtney Lee,2018-19,-1.778936955,0.7,0.3,0.25
Mike Scott,2018-19,-1.844907983,-1.4,0.5,-1.25
Theo Pinson,2018-19,-1.880463026,0.4,0.2,-0.08
Donte DiVincenzo,2018-19,-1.881395011,0.6,0.6,-0.26
Jeremy Lin,2018-19,-1.911958526,-0.6,0.5,-0.76
Jonathon Simmons,2018-19,-1.953717435,0.5,0.2,-0.27
Demetrius Jackson,2018-19,-1.967157923,0.9,0.0,-0.59
Eric Gordon,2018-19,-2.141351901,-1.8,1.0,-1.07
Glenn Robinson III,2018-19,-2.150712133,-0.1,0.6,0.51
Caris LeVert,2018-19,-2.160789127,0.5,1.2,-0.44
Chimezie Metu,2018-19,-2.203453753,-1.4,0.2,-0.29
Kyle O'Quinn,2018-19,-2.214828202,3.0,0.8,0.64
Donatas Motiejunas,2018-19,-2.215373509,-2.3,0.0,-0.28
Aaron Holiday,2018-19,-2.253493819,0.1,0.8,-0.97
Lauri Markkanen,2018-19,-2.313487787,-1.5,1.5,-0.58
Bogdan Bogdanovic,2018-19,-2.327257931,-0.6,1.4,-0.87
Enes Freedom,2018-19,-2.337540018,-1.3,0.6,-0.42
Johnathan Williams,2018-19,-2.353054775,-1.1,0.3,-0.45
Malcolm Miller,2018-19,-2.381633794,-1.6,0.1,-0.88
Devin Harris,2018-19,-2.407706187,0.4,0.9,-0.55
Dusty Hannahs,2018-19,-2.431606919,-3.2,0.0,-0.31
Shabazz Napier,2018-19,-2.474541417,0.6,1.0,-0.08
Allen Crabbe,2018-19,-2.521255917,-0.4,1.0,-0.44
Kyle Korver,2018-19,-2.562826138,0.0,1.3,-0.37
Thomas Welsh,2018-19,-2.569224341,-1.1,0.0,-0.37
Yuta Watanabe,2018-19,-2.625645344,-2.1,0.2,-0.16
Taurean Prince,2018-19,-2.699781859,-1.0,0.7,-0.73
Vincent Edwards,2018-19,-2.759200134,,,-0.79
Austin Rivers,2018-19,-2.795241575,-0.9,0.6,-1.08
Ian Mahinmi,2018-19,-2.835841371,0.6,0.5,1.32
Shaun Livingston,2018-19,-2.847605994,0.7,0.9,-0.64
Jarred Vanderbilt,2018-19,-2.863095382,1.0,0.1,-0.11
Spencer Dinwiddie,2018-19,-2.968210823,-0.8,1.4,-1.29
